,Symbol,Consensus,10DayAverageTradingVolume,13WeekPriceReturnDaily,26WeekPriceReturnDaily,3MonthADReturnStd,3MonthAverageTradingVolume,52WeekHigh,52WeekHighDate,52WeekLow,52WeekLowDate,52WeekPriceReturnDaily,5DayPriceReturnDaily,assetTurnoverAnnual,assetTurnoverTTM,beta,bookValuePerShareAnnual,bookValuePerShareQuarterly,bookValueShareGrowth5Y,capexCagr5Y,cashFlowPerShareAnnual,cashFlowPerShareQuarterly,cashFlowPerShareTTM,cashPerSharePerShareAnnual,cashPerSharePerShareQuarterly,currentDividendYieldTTM,currentEv/freeCashFlowAnnual,currentEv/freeCashFlowTTM,currentRatioAnnual,currentRatioQuarterly,dividendGrowthRate5Y,dividendPerShareAnnual,dividendPerShareTTM,dividendYieldIndicatedAnnual,ebitdPerShareAnnual,ebitdPerShareTTM,ebitdaCagr5Y,ebitdaInterimCagr5Y,enterpriseValue,epsAnnual,epsBasicExclExtraItemsAnnual,epsBasicExclExtraItemsTTM,epsExclExtraItemsAnnual,epsExclExtraItemsTTM,epsGrowth3Y,epsGrowth5Y,epsGrowthQuarterlyYoy,epsGrowthTTMYoy,epsInclExtraItemsAnnual,epsInclExtraItemsTTM,epsNormalizedAnnual,epsTTM,focfCagr5Y,grossMargin5Y,grossMarginAnnual,grossMarginTTM,inventoryTurnoverAnnual,inventoryTurnoverTTM,longTermDebt/equityAnnual,longTermDebt/equityQuarterly,marketCapitalization,monthToDatePriceReturnDaily,netIncomeEmployeeAnnual,netIncomeEmployeeTTM,netInterestCoverageAnnual,netInterestCoverageTTM,netMarginGrowth5Y,netProfitMargin5Y,netProfitMarginAnnual,netProfitMarginTTM,operatingMargin5Y,operatingMarginAnnual,operatingMarginTTM,payoutRatioAnnual,payoutRatioTTM,pbAnnual,pbQuarterly,pcfShareAnnual,pcfShareTTM,peAnnual,peBasicExclExtraTTM,peExclExtraAnnual,peExclExtraTTM,peInclExtraTTM,peNormalizedAnnual,peTTM,pfcfShareAnnual,pfcfShareTTM,pretaxMargin5Y,pretaxMarginAnnual,pretaxMarginTTM,priceRelativeToS&P50013Week,priceRelativeToS&P50026Week,priceRelativeToS&P5004Week,priceRelativeToS&P50052Week,priceRelativeToS&P500Ytd,psAnnual,psTTM,ptbvAnnual,ptbvQuarterly,quickRatioAnnual,quickRatioQuarterly,receivablesTurnoverAnnual,receivablesTurnoverTTM,revenueEmployeeAnnual,revenueEmployeeTTM,revenueGrowth3Y,revenueGrowth5Y,revenueGrowthQuarterlyYoy,revenueGrowthTTMYoy,revenuePerShareAnnual,revenuePerShareTTM,revenueShareGrowth5Y,roa5Y,roaRfy,roaTTM,roe5Y,roeRfy,roeTTM,roi5Y,roiAnnual,roiTTM,tangibleBookValuePerShareAnnual,tangibleBookValuePerShareQuarterly,tbvCagr5Y,totalDebt/totalEquityAnnual,totalDebt/totalEquityQuarterly,yearToDatePriceReturnDaily
436,TTWO,Buy,1.73959,11.4048,32.1008,36.788414,1.66075,218.7499,2025-02-19,135.24,2024-08-08,43.6322,1.3248,0.4379,0.4282,1.1329151,33.1844,32.3237,12.74,16.16,-0.9239,-2.8039,2.06604,4.5433,6.86,0.0025,62.65115,156.7804,0.939,0.8294,,,0.0439,,-19.5691,-17.9061,,,38548.0,-22.0118,-22.0118,-21.3222,-22.0118,-21.3222,,,,,-22.0118,-21.3222,-22.0118,-21.3222,,52.34,54.75,57.92,94.5032,94.4968,0.5396,0.5364,36096.9,-2.5851,-0.3027,-0.2955,-31.1837,-29.0552,,-9.71,-69.99,-67.07,-8.56,-66.98,-61.05,,,4.5188,5.67,,,,,,,,,,363.1479,991.6731,-9.2,-69.22,-63.0,17.3189,28.3051,2.6851,33.4953,15.4094,6.7476,6.6227,22.064,29.0942,0.7817,0.7018,6.3395,7.2946,0.4324,0.4406,16.62,14.92,-0.48,1.0,31.4497,30.9688,6.31,-2.68,-30.65,-28.720000000000002,-6.79,-66.06,-63.13999999999999,-1.5,-42.79,-39.300000000000004,6.7963,6.2993,-3.17,0.5439,0.6415,12.1795
437,TPR,Buy,2.82256,16.0124,72.4873,40.76624,1.74821,90.82,2025-02-18,35.26,2024-08-05,50.4118,-1.0421,0.498,0.5635,1.4485052,12.5843,6.4596,0.54,-16.86,4.9813,4.145,4.70361,31.2937,4.8478,2.1533,14.2294,19.0262,5.1435,1.5831,0.66,1.4047,1.443,1.96574,5.6214,5.2894,3.91,-0.91,16316.833,3.4991,3.4991,3.4460000000000006,3.4991,3.4460000000000006,5.88,9.6,-0.78,-12.98,3.4991,3.4460000000000006,3.4991,3.4460000000000006,17.25,70.5,73.29,74.77,2.0429,1.9405,2.3947,1.7788,14619.433,-16.6237,0.0653,0.0637,8.9975,9.0952,2.75,8.09,12.23,11.74,11.45,17.09,15.7,39.39,39.56,3.3305,11.4766,11.6434,14.9285,17.916,18.373,7.8835,18.373,18.373,17.916,18.373,12.7491,17.0469,10.21,15.17,13.89,21.9265,68.6916,-12.7264,40.2749,12.2457,2.1914,2.1574,6.2517,6.7097,4.5618,0.9573,30.3443,24.9591,0.5337,0.5421,5.1,2.05,5.32,0.74,28.6072,30.1307,6.66,6.55,6.09,6.619999999999999,20.73,28.17,31.86,11.25,8.05,9.11,6.7042,6.9953,-3.05,2.4998,2.0058,9.0158
438,TRGP,Buy,0.88108,6.0753,36.5942,33.233887,0.64065,218.19,2025-01-22,104.89,2024-03-15,86.1037,8.5049,0.7206,0.7554,1.2260869,11.9046,11.9046,-11.81,0.6,3.1406,3.1406,12.88816,0.7223,0.7223,1.4354,83.195,83.195,0.7238,0.7238,-7.6,2.7953,2.7953,1.5259409,18.6118,18.6203,27.47,35.92,56897.093,5.9286,5.9286,5.9376,5.9286,5.9376,167.42,,19.99,0.11,5.9286,5.9376,5.9286,5.9376,,28.94,34.66,34.66,30.3287,30.3287,5.2255,5.2255,42879.793,-2.5382,0.3893,0.3893,3.5574,3.5574,,0.74,8.01,8.01,6.53,16.45,16.45,46.91,46.91,15.0148,15.0148,11.7489,11.7489,32.6828,32.6803,22.63585,32.6803,32.6803,32.6828,32.6803,62.6989,44.1241,3.08,11.83,11.83,11.9894,32.7985,1.116,75.9668,13.37,2.6176,2.6176,63.2916,63.2916,0.6184,0.6184,10.6053,10.6053,4.861,4.8609,-1.13,13.57,3.91,2.0,74.0239,74.7327,14.74,1.81,5.7700000000000005,6.05,18.92,50.61,50.77,2.21,7.82,8.03,2.8242,2.8242,-32.35,5.4678,5.4678,10.1401
439,TGT,Buy,3.66922,-21.7549,-29.8293,26.282011,1.72333,181.72,2024-04-01,103.4602,2025-03-14,-35.6886,-6.2877,1.8447,1.8744,1.2545745,32.1928,32.1928,6.53,-0.92,9.8251,9.8251,13.83111,10.4529,10.4529,4.2774,13.1839,13.1839,0.9353,0.9353,11.38,4.4612,4.4612,4.239614,17.7588,17.7568,3.18,3.44,59011.25,8.8588,8.8588,8.8585,8.8588,8.8585,-14.35,6.84,-19.39,-0.92,8.8588,8.8585,8.8588,8.8585,1.82,27.85,28.21,28.21,6.2131,6.2131,0.8372,0.8372,47833.25,-14.9469,0.0093,0.0093,13.8005,13.8005,-1.78,4.29,3.84,3.84,5.85,5.22,5.22,50.01,50.01,4.1916,4.1916,6.4929,6.4929,11.6923,11.6923,21.97464,11.6923,11.6923,11.6923,11.6923,10.6866,10.6866,5.47,4.94,4.94,-15.8408,-33.625,-11.533,-45.8255,-18.6003,0.4489,0.4489,4.895,6.922,0.3119,0.3119,112.828,26.5264,0.2422,0.2422,0.18,6.41,-3.15,-0.79,230.7622,232.4231,8.78,8.24,7.08,7.199999999999999,33.57,27.889999999999997,28.499999999999996,15.97,13.370000000000001,13.55,29.0767,24.3686,3.63,1.0869,1.0869,-21.8302
440,TEL,Buy,0.77075,-2.3361,1.3258,24.470686,0.58112,159.93,2024-07-24,137.62,2024-05-02,5.2277,1.508,0.6933,0.6966,1.240066,41.1946,41.5342,5.48,-1.91,9.3259,9.7133,8.51104,4.3979,4.1973,1.7365,16.8261,16.2173,1.6079,1.681,6.79,2.4841,2.519,1.9353958,11.6699,11.7386,6.19,6.13,47062.52,10.3333,10.3333,6.2674,10.3333,6.2674,15.03,13.76,-69.55,-40.57,10.3333,6.2674,10.3333,6.2674,10.83,32.32,34.43,34.65,4.099,3.8349,0.2697,0.2647,44111.52,-4.7328,0.0367,0.022,68.2353,114.4,8.01,12.03,20.15,12.1,13.93,17.65,17.59,23.8,39.94,3.6709,3.4952,12.6867,12.1319,13.8151,22.9987,21.82039,22.9987,22.9987,13.8151,22.9987,15.771,15.2004,13.76,17.65,17.69,3.578,-2.4699,2.2777,-4.9092,5.8668,2.7839,2.7831,4.0563,3.8615,0.9282,0.9593,5.2624,5.5226,0.1821,0.1822,2.02,3.33,0.13,-1.09,51.2783,52.6578,5.33,8.75,13.969999999999999,8.43,16.71,25.840000000000003,15.39,12.23,19.28,11.51,37.2802,37.5947,4.5,0.3402,0.3389,2.6369
441,TDY,Buy,0.12069,5.5794,17.2159,23.092848,0.07506,520.0,2025-01-31,355.7,2024-04-24,19.6698,1.8181,0.3993,0.401,1.0791967,204.455,204.455,22.41,-1.09,23.7268,23.7268,23.21212,13.9124,13.9124,,22.7734,22.7734,2.334,2.334,,,,,25.0798,25.8682,14.5,12.07,25237.526,17.2101,17.2101,19.044700000000002,17.2101,19.044700000000002,19.63,9.91,-37.78,3.0,17.2101,19.044700000000002,17.2101,19.044700000000002,23.0,41.43,42.94,42.93,3.5317,3.5903,0.2774,0.2774,23238.326,-3.4406,0.055,0.0606,16.8867,17.1986,2.58,13.46,14.45,15.66,16.45,17.44,17.79,,,2.2704,2.2704,19.4969,19.4969,28.3671,25.7431,24.16938,25.7431,25.7431,28.3671,25.7431,20.9694,20.9694,15.4,16.54,16.79,11.4935,13.4202,7.3336,9.5329,10.3766,4.0985,4.0321,2.8768,2.8768,1.4767,1.4767,4.6951,4.7724,0.3805,0.3868,7.11,12.38,5.42,2.27,119.1176,121.8478,7.14,5.67,5.7700000000000005,6.279999999999999,9.23,8.58,9.49,6.83,6.72,7.35,161.3583,161.3583,26.97,0.2774,0.2774,7.1467
442,TFX,Buy,0.54753,-25.0751,-42.9685,49.03664,0.22965,249.06,2024-09-27,129.12,2025-03-03,-35.9562,0.6699,0.4293,0.4131,1.1817238,92.4523,92.4523,7.56,4.25,11.0063,11.0063,13.578,6.2711,6.2711,0.978,15.4378,15.4378,2.2655,2.2655,0.04,1.3619,1.3619,0.97316635,4.8402,4.8465,-13.93,,7862.552,1.4795,1.4795,1.4263000000000003,1.4795,1.4263000000000003,-47.52,-31.48,,-81.06,1.4795,1.4263000000000003,1.4795,1.4263000000000003,8.62,54.69,55.87,55.87,2.1929,2.1929,0.3637,0.3637,6496.869,5.2731,0.0049,0.0049,1.9992,1.9992,-33.63,11.56,2.29,2.29,15.69,4.96,4.96,91.2,26.86,1.9322,1.9322,10.2194,10.2194,93.2453,93.2453,28.67225,93.2453,93.2453,93.2453,93.2453,12.7563,12.7563,13.41,2.48,2.48,-19.161,-46.7642,-10.2177,-46.0931,-18.25,2.132,2.132,4.1136,4.1136,1.1545,1.1545,6.7496,6.7496,0.2161,0.2161,2.74,3.26,2.78,2.45,64.7073,65.7275,3.27,4.54,0.98,0.9400000000000001,8.33,1.63,1.5599999999999998,5.53,1.17,1.13,43.4245,43.4245,19.55,0.3871,0.3871,-21.4799
443,TER,Buy,4.76641,-22.9514,-27.3994,52.868267,2.77469,163.205,2024-07-16,82.98,2025-03-11,-13.1728,3.5604,0.7603,0.7768,1.6518053,17.433,17.433,14.41,8.04,2.9315,2.9315,3.72455,3.708,3.708,0.5321,29.1294,29.1294,2.9082,2.9082,6.27,0.4861,0.4861,0.53232783,3.6694,3.6682,1.18,-0.16,13809.698,3.321,3.321,3.3178,3.321,3.3178,-15.61,4.98,24.11,21.35,3.321,3.3178,3.321,3.3178,1.31,58.38,58.48,58.48,3.8489,3.8489,0.0,0.0,14363.052,-17.9228,0.0834,0.0834,11.7226,135.6771,-1.15,22.24,19.23,19.23,25.51,21.06,21.06,14.09,14.09,7.274,7.274,21.368,21.368,26.4819,26.4819,21.94082,26.4819,26.4819,26.4819,26.4819,30.2966,28.1174,25.62,21.6,21.6,-17.0373,-31.1951,-14.3947,-23.3097,-25.1611,5.0935,5.0935,7.3153,7.3153,1.7433,1.7433,6.3116,6.3116,0.4338,0.4338,-8.68,4.21,12.27,5.36,17.2666,17.2803,6.19,19.21,14.62,14.940000000000001,28.25,19.24,19.7,26.7,19.24,19.7,17.3345,17.3345,15.66,0.0,0.0,-28.391
444,TSLA,Hold,125.47162,-40.6444,10.0522,69.59906,93.34815,488.5399,2024-12-18,138.8025,2024-04-22,46.4677,3.2223,0.8003,0.8422,2.4829595,22.672,22.672,56.21,51.16,1.1135,1.1135,4.34806,11.3691,11.3691,,200.164,200.164,2.0249,2.0249,,,,,3.7399,3.7575,44.42,32.33,716787.44,2.0383,2.0383,2.0369,2.0383,2.0369,7.72,,-71.04,-52.63,2.0383,2.0369,2.0383,2.0369,29.9,21.6,17.86,17.86,6.2582,6.2582,0.0759,0.0759,724713.44,-18.7624,0.0567,0.0567,43.2422,71.4778,,10.14,7.3,7.3,10.32,7.24,7.24,,,17.7794,17.7794,48.5635,48.5635,101.6428,101.6428,65.01827,101.6428,101.6428,101.6428,101.6428,202.3774,118.4947,10.36,9.2,9.2,-34.7303,6.2565,-25.5353,36.3308,-37.8334,7.4185,7.4185,18.0835,18.0835,1.4443,1.4443,26.503,26.503,0.7774,0.7774,21.98,31.78,2.15,0.95,27.9274,27.7135,24.77,9.08,5.84,6.15,16.66,9.78,10.42,14.83,8.790000000000001,9.42,22.2907,22.2907,62.75,0.1126,0.1126,-41.0633
445,TXN,Hold,6.5195,-5.3581,-10.5284,32.715347,6.19968,220.385,2024-11-08,159.11,2024-04-19,5.1712,1.4943,0.4405,0.4445,0.9464659,18.5543,18.5543,14.19,41.59,1.6443,1.6443,9.02046,8.3205,8.3205,2.9435,115.6866,115.6866,4.1246,4.1246,10.46,5.2692,5.2692,3.0223901,8.1273,8.1295,3.84,7.1,173298.6,5.222,5.222,5.2229,5.222,5.2229,-14.31,-0.18,-12.39,-26.51,5.222,5.2229,5.222,5.2229,-23.72,64.27,58.14,58.14,1.5358,1.5358,0.76,0.76,162902.6,-8.1637,0.1411,0.1411,11.7343,11.7343,-2.53,38.51,30.68,30.68,43.4,34.94,34.94,99.92,99.92,10.1195,10.1195,25.7839,25.7839,33.9451,33.9451,16.32885,33.9451,33.9451,33.9451,33.9451,108.7467,94.2178,43.5,34.86,34.86,0.556,-14.3241,3.7812,-4.9657,-0.7806,10.4151,10.4151,10.2757,10.2757,2.5526,2.5526,8.9224,8.9224,0.46,0.46,-5.17,1.69,-1.72,-10.72,17.0196,17.0196,2.41,25.24,13.51,13.639999999999999,49.22,28.389999999999997,28.08,29.66,15.73,15.49,18.2722,18.2722,14.39,0.8044,0.8044,-4.0105
446,TXT,Buy,0.71783,-9.0776,-14.1114,24.14738,0.5491,97.335,2024-04-08,70.14,2025-03-04,-19.1111,1.317,0.8138,0.8288,1.2036268,39.3661,39.3661,8.77,2.8,3.5519,3.5519,6.58537,7.8743,7.8743,0.0883,24.302,24.302,1.6268,1.6268,-4.65,0.0633,0.0633,0.10720986,5.6435,6.5473,5.06,-0.31,15796.327,4.3298,4.3298,4.3215,4.3298,4.3215,2.63,26.26,-24.56,-7.13,4.3298,4.3215,4.3298,4.3215,7.58,15.41,18.54,18.54,2.7957,2.7957,0.4485,0.4485,13594.327,-0.1472,0.0242,0.0242,10.7216,10.7216,17.79,6.44,6.01,6.01,6.58,5.67,5.67,1.46,2.0,1.9715,1.9715,13.4066,13.4066,16.498,16.498,19.54955,16.498,16.498,16.498,16.498,20.9143,18.8027,7.54,6.88,6.88,-3.1635,-17.9071,10.2605,-29.248,0.7851,0.9921,0.9921,2.0758,2.0758,0.7003,0.7003,15.082,15.082,0.403,0.403,2.11,3.3,-7.17,-5.83,71.9995,73.8374,7.19,5.16,4.89,4.9799999999999995,12.17,11.44,11.799999999999999,7.93,7.64,7.8100000000000005,37.388,37.388,6.78,0.4981,0.4981,-2.4448
447,TMO,Buy,0.83454,-3.0382,-16.2551,24.626362,0.71246,627.88,2024-09-10,495.61,2024-11-19,-11.1709,1.0443,0.4406,0.4361,0.78987676,129.5451,130.2189,11.72,8.62,18.9987,19.0848,24.23136,14.5621,14.6281,0.299,30.5808,30.5808,1.6604,1.6604,15.37,1.516,1.5194,0.33104298,24.2846,23.5072,13.02,13.86,222230.81,16.5405,16.5405,16.5152,16.5405,16.5152,-5.27,12.52,13.74,6.89,16.5405,16.5152,16.5405,16.5152,12.42,44.79,42.12,41.28,4.9311,5.0024,0.5865,0.5861,194964.81,-1.7752,0.0507,0.0507,25.0993,23.5545,0.41,16.74,14.77,14.77,19.91,17.11,17.11,9.2,9.21,4.0158,4.0132,22.4951,22.4951,30.7758,30.7855,27.82264,30.7855,30.7855,30.7758,30.7855,26.8288,26.8288,18.71,16.41,16.41,2.8759,-20.0508,6.5782,-21.3078,3.103,4.5469,4.5469,5.8495,5.8438,1.2871,1.2871,4.803,4.4457,0.343,0.343,3.03,10.92,4.68,0.05,111.9556,111.9556,12.05,7.42,6.510000000000001,6.4399999999999995,15.76,12.78,13.23,9.12,7.84,7.7,88.9359,89.4257,16.78,0.6312,0.6307,-0.1269
448,TJX,Buy,2.91601,-9.9686,-2.1782,16.045483,2.25556,128.0,2024-11-27,92.35,2024-04-19,16.1107,-1.3779,1.7752,1.8119,0.986699,7.466,7.466,8.52,9.41,3.7344,3.7344,4.34015,4.7458,4.7458,1.2805,30.0691,30.0691,1.1801,1.1801,10.48,1.4599,1.4599,1.3098149,6.4851,6.4837,6.95,6.55,126230.22,4.2592,4.2592,4.2596,4.2592,4.2596,16.4,9.81,0.96,10.3,4.2592,4.2596,4.2592,4.2596,8.1,33.9,30.6,30.6,6.3155,6.3155,0.3415,0.3415,128699.22,-8.2078,0.0139,0.0139,64.7564,773.6667,1.94,6.18,8.63,8.63,8.26,11.18,11.18,33.88,33.88,16.6501,16.6501,21.043,21.043,26.4595,26.4595,30.29864,26.4595,26.4595,26.4595,26.4595,30.6573,30.6573,8.23,11.5,11.5,-4.0545,-5.9739,-0.2673,5.9738,-1.9766,2.2835,2.2835,11.4754,12.0617,0.5968,0.5968,63.9002,63.9002,0.1615,0.1615,5.1,6.2,-0.37,3.95,49.352,49.5255,7.73,10.9,15.32,15.64,46.09,57.95,61.09,31.81,43.2,44.92,2.8875,3.0572,7.85,0.3415,0.3415,-5.2065
449,TSCO,Buy,5.75922,-6.6913,-2.621,31.136675,5.31639,61.53,2024-10-15,48.3,2024-04-15,4.6484,-1.4651,1.5178,1.5299,0.8259408,4.266,4.266,-20.29,29.23,1.1965,1.1965,13.72784,0.4726,0.4726,1.6886,46.4715,46.4715,1.4272,1.4272,-8.25,0.8815,1.4762,1.7316017,3.548,3.548,15.31,12.63,29592.466,2.0406,2.0406,2.0401000000000002,2.0406,2.0401000000000002,5.83,16.98,-3.27,1.09,2.0406,2.0401000000000002,2.0406,2.0401000000000002,1.39,35.55,36.26,36.26,3.4585,3.4585,0.8069,0.8069,27980.705,-4.0108,0.0424,0.0424,26.8818,26.8818,1.92,7.51,7.4,7.4,9.95,9.86,9.86,42.91,42.91,12.3741,12.3741,19.6931,19.6931,25.4084,25.4084,20.41569,25.4084,25.4084,25.4084,25.4084,43.9404,37.8772,9.68,9.49,9.49,-0.7772,-6.4167,-0.7011,-5.4885,3.3618,1.88,1.88,12.5013,14.0409,0.1178,0.1178,29457.7,29457.7,0.5724,0.5724,5.34,12.25,3.11,2.25,27.5793,27.7464,14.8,11.91,11.23,11.32,48.41,48.51,49.01,29.37,26.640000000000004,27.12,4.2226,3.7596,7.91,0.8207,0.8207,0.1319
450,TT,Buy,0.73848,-11.6954,1.6334,26.4063,0.55209,421.78,2024-11-13,286.32,2024-04-19,20.2096,5.0844,0.9847,0.9846,1.1758485,33.2217,33.2217,1.7,7.84,12.3622,12.3622,10.13688,7.0837,7.0837,0.9823,28.9363,28.9363,1.2091,1.2091,9.56,3.3544,3.3544,1.0714082,16.8468,16.8509,13.44,15.96,80298.16,11.243,11.243,11.2495,11.243,11.2495,24.12,14.22,21.36,28.13,11.243,11.2495,11.243,11.2495,10.75,32.45,35.69,35.69,6.1877,6.1876,0.579,0.579,77117.96,-0.7803,0.0571,0.0571,15.3,15.3063,3.7,10.46,12.94,12.94,15.09,17.64,17.64,29.5,29.5,11.145,11.145,24.5161,24.5161,30.0315,30.0315,30.19614,30.0315,30.0315,30.0315,30.0315,27.7903,27.7903,13.49,16.34,16.34,-5.7813,-2.1623,3.9528,10.0727,-1.7545,3.8873,3.8874,20.031,20.031,0.8842,0.8842,5.7231,5.7231,0.4408,0.4408,11.96,8.69,10.17,12.22,86.8573,87.3156,10.14,9.1,12.75,12.75,25.66,34.43,35.56,14.88,21.0,20.93,18.4841,18.4841,1.02,0.6397,0.6397,-4.9844
451,TDG,Buy,0.10546,7.7182,4.3116,22.553936,0.10365,1433.034,2024-09-25,1163.82,2024-03-15,14.5914,2.9601,0.3103,0.3605,1.1101408,23.4423,15.266,17.74,10.18,33.4423,35.4841,27.41809,111.3736,43.8469,5.8422,52.0404,49.1638,1.5821,2.6953,2.56,36.6493,78.7782,0.0,63.3564,67.0233,12.22,12.5,97835.88,29.654,29.654,31.4875,29.654,31.4875,36.56,13.41,27.73,24.46,29.654,31.4875,29.654,31.4875,15.52,56.29,59.72,60.65,1.8316,1.7647,2.9524,5.3846,75245.88,-0.6042,0.1033,0.1099,2.7205,2.7224,4.85,17.02,21.59,22.37,39.57,43.74,44.88,118.9,891.68,5.9813,10.1279,36.7951,34.8199,43.9007,41.2306,44.06806,41.2306,41.2306,43.9007,41.2306,40.0244,37.812,20.82,27.9,28.75,13.6323,0.5159,11.8268,4.4545,10.4627,9.4768,9.2247,76.7489,76.5684,1.2481,1.75,5.1693,5.6666,0.4783,0.4914,18.28,8.74,12.13,16.91,137.3702,139.9142,8.17,5.06,6.7,8.07,23.13,26.66,37.11,6.42,6.72,6.16,1.8269,1.8436,-7.06,2.9688,5.4121,7.2328
452,TRV,Hold,0.74967,7.0583,9.9668,22.740164,0.59114,269.555,2024-10-18,200.21,2024-06-28,19.7408,4.1523,0.3485,0.3541,0.56126946,122.9656,122.9656,3.94,,40.0441,40.0441,12.55449,3.44248,2.59632,1.5769,7.4544,7.4544,0.889,1.0,5.2,4.1821,4.1821,1.5841285,31.5318,31.525,11.41,16.35,67641.004,21.6313,21.6313,21.6437,21.6313,21.6437,14.0,16.67,28.49,68.08,21.6313,21.6437,21.6313,21.6437,11.76,,,,,,0.2847,0.2847,60307.004,2.5688,0.147,0.147,16.7653,16.7653,5.35,8.93,10.77,10.77,11.65,14.17,14.17,19.02,19.02,1.9626,1.9626,6.6461,6.6461,12.0638,12.0638,15.0802,12.0638,12.0638,12.0638,12.0638,6.6461,6.6461,10.69,13.31,13.31,12.9724,6.1711,18.4633,9.6039,13.2926,1.2991,1.2989,1.9883,1.9883,0.889,1.0,,,1.3654,1.3656,10.06,8.01,9.89,12.24,200.8784,201.436,10.75,2.79,3.75,3.81,13.01,17.94,18.96,10.1,13.930000000000001,14.530000000000001,121.3769,121.3769,1.43,0.2883,0.2883,10.0627
453,TRMB,Buy,2.04761,-5.2213,29.35,24.93569,1.46484,77.78,2025-01-24,48.645,2024-08-05,12.7066,5.655,0.3882,0.3715,1.6529526,23.3746,23.3746,13.37,-13.4,2.0253,0.8035,2.2611,3.0058,3.0058,,36.1291,91.0636,1.2698,1.2698,,,,,9.1036,9.0061,37.07,13.51,17985.056,6.0858,6.0858,6.0347,6.0858,6.0347,46.45,24.51,-45.2,720.95,6.0858,6.0347,6.0858,6.0347,-0.72,59.02,65.06,65.96,4.5939,5.5651,0.242,0.242,17333.256,-2.4034,0.1185,0.1171,18.6119,15.4517,20.98,17.42,40.84,41.26,23.13,58.33,59.06,,,2.9996,2.9996,32.6181,32.6181,11.5217,11.6503,24.55824,11.6503,11.6503,11.5217,11.6503,34.8197,34.8197,21.52,54.46,55.63,0.6928,25.5543,0.7432,2.5697,2.6497,4.7059,4.807,3.6303,3.6303,1.1034,1.1034,5.6281,5.9866,0.29,0.2839,0.22,2.44,-8.51,-6.17,14.9001,14.5278,2.91,7.58,15.86,15.329999999999998,13.51,26.179999999999996,25.729999999999997,10.05,21.08,19.91,19.3139,19.3139,14.23,0.242,0.242,-0.5802
454,TFC,Buy,5.15074,-10.5344,-2.5525,26.600868,3.42045,49.05,2024-11-25,34.505,2024-03-18,17.183,2.5351,,,0.8208918,48.3907,48.3907,-0.44,,1.6445,1.6445,4.97124,4.05403,3.86603,5.8814,45.1317,45.1317,,,11.29,2.3663,2.3663,5.0917993,0.009,0.009,-69.42,10.83,97664.996,3.6196,3.6196,3.6012,3.6196,3.6012,-8.81,-1.76,,,3.6196,3.6012,3.6196,3.6012,7.32,,,,,,0.511,0.511,53303.996,-11.8662,0.131,0.131,,,4.84612,25.75565,27.20643,23.80457,,33.29282,29.05613,65.07,65.07,0.9043,0.9043,24.6322,24.6322,11.0635,11.0635,7.1767,11.0635,11.0635,11.0635,11.0635,24.6322,16.9004,31.79755,33.29282,29.05613,-2.8895,-4.781,-5.5851,7.1424,-1.5563,1.83998,1.76233,0.9857,0.9857,,,,,446713.4,,20.92342,17.67234,42.57267,58.19041,17.21005,17.96789,4.78935,0.78,0.91,0.91,6.34,7.57,7.6499999999999995,3.8,4.46,4.62,44.395,44.395,-0.73,0.6966,0.6966,-5.8322
455,TYL,Buy,0.13724,-6.9432,-2.4483,26.997494,0.08561,656.95,2025-02-13,398.59,2024-04-16,37.3649,1.6542,0.4127,0.4362,0.89388543,78.8668,78.8668,13.9,3.52,13.3763,13.3763,7.37976,17.875,17.875,0.0,42.3432,42.3432,1.3521,1.3521,,0.0,0.0,,8.6288,8.602,15.68,11.41,24334.518,6.047,6.047,6.051,6.047,6.051,16.52,10.6,64.4,55.94,6.047,6.051,6.047,6.051,21.99,44.68,43.77,43.77,0.0,1.2993,0.1765,0.1765,24481.305,-5.5651,0.0355,0.0355,52.9587,52.9587,-1.82,11.45,12.3,12.3,12.72,14.01,14.01,,,7.2834,7.2834,39.1931,39.1931,93.0756,93.0756,105.8735,93.0756,93.0756,93.0756,93.0756,42.5986,42.5986,12.07,14.42,14.42,-1.0291,-6.244,-2.9709,27.228,2.8709,11.4516,11.4516,9.95,9.95,1.2909,1.2909,3.5413,3.5413,0.2889,0.2889,10.32,14.5,12.52,9.53,49.1483,48.9021,12.65,4.6,5.08,5.37,7.29,7.76,8.21,6.0,6.6000000000000005,6.92,57.7308,57.7308,14.91,0.1765,0.1765,-0.359
